Date;Title:URL
12/12/16;It's Always Sunny in Philadelphia: Season 10: "Psycho Pete Returns";/title/80043916
12/12/16;It's Always Sunny in Philadelphia: Season 10: "The Gang Group Dates";/title/80043915
12/12/16;Doctor Foster: Season 1: "Episode 5";/title/80096993
12/12/16;Sarah & Duck: Season 2: "Outside Outside / Umbrella Bubbles / Cloud Tower";/title/80097053
12/11/16;It's Always Sunny in Philadelphia: Season 10: "The Gang Beats Boggs";/title/80043914
12/11/16;Doctor Foster: Season 1: "Episode 4";/title/80096992
12/11/16;Mouk: Season 1: "Rickshaw / Christmas in the Sun";/title/80062965
12/11/16;Sarah & Duck: Season 1: "Bug's Button Bank / No More Wool / Octagon Club / Petal Light Picking";/title/80017128
12/11/16;Sarah & Duck: Season 1: "World Bread Day / Pond Princess / Scared of Stairs";/title/80017048
12/10/16;Doctor Foster: Season 1: "Episode 3";/title/80096991
12/10/16;Sarah & Duck: Season 1: "Fancy Park / Pipe Conductor / Slow Quest";/title/80017047
12/9/16;Doctor Foster: Season 1: "Episode 2";/title/80096990
12/9/16;Doctor Foster: Season 1: "Episode 1";/title/80096989
12/9/16;Mouk: Season 1: "Puppet Masters / Bossa Nova";/title/80062964
12/9/16;Sarah & Duck: Season 1: "Sarah Gets a Cold / Ribbon Sisters / Stargazing";/title/80017044
12/8/16;Get the Gringo;/title/70235479
12/8/16;Sarah & Duck: Season 1: "Bouncy Ball / Rainbow Lemon / Sit Shop";/title/80017041
12/7/16;How I Met Your Mother: Season 1: "Zip, Zip, Zip";/title/70218494
12/7/16;Sarah & Duck: Season 1: "Cake Bake / Scarf Lady's House /  Robot Juice";/title/80017040
12/7/16;Sarah & Duck: Season 1: "Lots of Shallots / Sarah, Duck and the Penguins / Cheer Up Donkey";/title/80017039
12/6/16;Glitch: Season 1: "There Must Be Rules";/title/80108806
12/5/16;Glitch: Season 1: "The Impossible Triangle";/title/80108805
12/5/16;Glitch: Season 1: "There Is No Justice";/title/80108804
12/5/16;Sarah & Duck: Season 2: "Woolly Memories / Beach Break / Bubble Bumbling";/title/80097063
12/5/16;Sarah & Duck: Season 2: "Wool On Wheels / Lemon Cafe / Star Renovation";/title/80097062
12/4/16;Glitch: Season 1: "Miracle or Punishment";/title/80108803
12/4/16;Glitch: Season 1: "Am I in Hell?";/title/80108802
12/4/16;Glitch: Season 1: "The Risen";/title/80108801
12/3/16;American Dad!: Season 9: "Kung Pao Turkey";/title/80045450
12/3/16;Sarah & Duck: Season 1: "Moon Paint / The Play / Bread Bike";/title/80017127
12/3/16;Sarah & Duck: Season 1: "Balloon Race / Puncture Pump / Plate Fog";/title/80017049
12/2/16;Primer;/title/60034782
12/2/16;American Dad!: Season 9: "Crotchwalkers";/title/80045449
12/2/16;American Dad!: Season 9: "Buck, Wild";/title/80045448
12/1/16;American Dad!: Season 9: "Poltergasm";/title/80045447
12/1/16;American Dad!: Season 9: "Steve and Snot's Test-Tubular Adventure";/title/80045446
11/30/16;American Dad!: Season 8: "Da Flippity Flop";/title/70305319
11/30/16;American Dad!: Season 8: "Lost in Space";/title/70305318
11/30/16;American Dad!: Season 8: "The Full Cognitive Redaction of Avery Bullock by the Coward Stan Smith";/title/70305317
11/30/16;American Dad!: Season 8: "The Boring Identity";/title/70305316
11/28/16;Gilmore Girls: A Year in the Life: Season 1: "Fall";/title/80109389
11/27/16;Gilmore Girls: A Year in the Life: Season 1: "Summer";/title/80109388
11/27/16;American Dad!: Season 8: "The Missing Kink";/title/70305315
11/26/16;American Dad!: Season 8: "Spelling Bee My Baby";/title/70305314
11/26/16;Gilmore Girls: A Year in the Life: Season 1: "Spring";/title/80109387
11/26/16;American Dad!: Season 8: "For Black Eyes Only";/title/70305313
11/26/16;American Dad!: Season 8: "Naked to the Limit, One More Time";/title/70305312
11/26/16;American Dad!: Season 8: "Blood Crieth Unto Heaven";/title/70305310
11/26/16;American Dad!: Season 8: "The Adventures of Twill Ongenbone and His Boy Jabari";/title/70305309
11/26/16;American Dad!: Season 8: "Finger Lenting Good";/title/70305308
11/25/16;Gilmore Girls: A Year in the Life: Season 1: "Winter";/title/80109386
11/25/16;American Dad!: Season 8: "National Treasure 4: Baby Franny: She's Doing Well: The Hole Story";/title/70305307
11/25/16;American Dad!: Season 8: "Why Can't We Be Friends?";/title/70305305
11/25/16;American Dad!: Season 8: "American Stepdad";/title/70305304
11/24/16;American Dad!: Season 8: "Can I Be Frank With You?";/title/70305303
11/24/16;American Dad!: Season 8: "Killer Vacation";/title/70305302
11/24/16;American Dad!: Season 8: "Love, American Dad Style";/title/70305301
11/24/16;American Dad!: Season 7: "Toy Whorey";/title/70272663
11/24/16;Synchronicity;/title/80075916
11/24/16;Gilmore Girls: Season 3: "A Deep-Fried Korean Thanksgiving";/title/80014040
11/24/16;American Dad!: Season 7: "Ricky Spanish";/title/70272662
11/23/16;The Imitation Game;/title/70295172
11/22/16;Infini;/title/80036810
11/22/16;Gilmore Girls: Season 3: "One's Got Class and the Other One Dyes";/title/80014035
11/22/16;Gilmore Girls: Season 3: "Application Anxiety";/title/80014034
11/22/16;American Dad!: Season 7: "The Kidney Stays in the Picture";/title/70272661
11/22/16;American Dad!: Season 7: "Less Money, Mo' Problems";/title/70272660
11/22/16;American Dad!: Season 7: "Stan's Best Friend";/title/70272659
11/21/16;The Fall: Series 3: "Their Solitary Way";/title/80095387
11/21/16;The Fall: Series 3: "Wounds of Deadly Hate";/title/80018449
11/20/16;Gilmore Girls: Season 3: "Haunted Leg";/title/80014033
11/20/16;The Fall: Series 3: "The Hell Within Him";/title/80018448
11/20/16;The Fall: Series 3: "The Gates of Light";/title/80018447
11/20/16;American Dad!: Season 7: "Dr. Klaustus";/title/70272658
11/19/16;Gilmore Girls: Season 3: "Lazy-Hazy-Crazy Days";/title/80014032
11/19/16;Defiance;/title/70101696
11/19/16;Tucker and Dale vs. Evil;/title/70129463
11/19/16;Mickey's Twice Upon a Christmas;/title/70011039
11/19/16;American Dad!: Season 7: "The Wrestler";/title/70272657
11/18/16;American Dad!: Season 7: "Old Stan in the Mountain";/title/70272656
11/18/16;American Dad!: Season 7: "Wheels & the Legman and the Case of Grandpa's Key";/title/70272655
11/18/16;Gilmore Girls: Season 2: "I Can't Get Started";/title/80014172
11/18/16;The Fall: Series 3: "His Troubled Thoughts";/title/80018446
11/18/16;The Fall: Series 3: "Silence and Suffering";/title/80018445
11/18/16;Marseille: Season 1: "20 Years";/title/80037467
11/18/16;American Dad!: Season 7: "Stanny Tendergrass";/title/70272654
11/18/16;American Dad!: Season 7: "The Unbrave One";/title/70272653
11/18/16;American Dad!: Season 7: "Season's Beatings";/title/70272652
11/17/16;American Dad!: Season 7: "The Scarlett Getter";/title/70272651
11/17/16;American Dad!: Season 7: "Virtual In-Stanity";/title/70272650
11/16/16;American Dad!: Season 7: "The Worst Stan";/title/70272649
11/16/16;American Dad!: Season 7: "A Ward Show";/title/70272648
11/16/16;American Dad!: Season 7: "Hurricane!";/title/70272647
11/16/16;American Dad!: Season 7: "Hot Water";/title/70272646
11/15/16;Europa Report;/title/70276016
11/15/16;Gilmore Girls: Season 2: "Lorelai's Graduation Day";/title/80014171
11/15/16;Sofia the First: Season 1: "The Big Sleepover";/title/70291176
11/14/16;American Dad!: Season 6: "Gorillas in the Mist";/title/70233205
11/14/16;American Dad!: Season 6: "Flirting with Disaster";/title/70233204
11/14/16;American Dad!: Season 6: "Home Wrecker";/title/70233203
11/14/16;David Blaine: Real or Magic?;/title/80126664
11/14/16;Sofia the First: Season 1: "Finding Clover";/title/70291187
11/13/16;True Memoirs of an International Assassin;/title/80091658
11/13/16;Roman Empire: Reign of Blood: Season 1: "Born in the Purple";/title/80096032
11/13/16;American Dad!: Season 6: "Jenny Fromdabloc";/title/70233202
11/13/16;American Dad!: Season 6: "License to Till";/title/70233201
11/12/16;Gilmore Girls: Season 2: "Help Wanted";/title/80014170
11/11/16;American Dad!: Season 6: "School Lies";/title/70233200
11/11/16;American Dad!: Season 6: "I Am the Walrus";/title/70233199
11/11/16;American Dad!: Season 6: "You Debt Your Life";/title/70233198
11/11/16;Gilmore Girls: Season 2: "Teach Me Tonight";/title/80014169
11/10/16;Containment: Season 1: "Path to Paradise";/title/80134744
11/10/16;Containment: Season 1: "Yes Is the Only Living Thing";/title/80134743
11/10/16;Containment: Season 1: "Nothing Gold Can Stay";/title/80134742
11/10/16;Containment: Season 1: "A Time to Be Born...";/title/80134741
11/10/16;Containment: Season 1: "A Kingdom Divided Against Itself";/title/80134740
11/9/16;Containment: Season 1: "There Is a Crack in Everything";/title/80134739
11/9/16;Mouk: Season 1: "Wallabies' Rock / Giant Drawings";/title/80062958
11/9/16;Mouk: Season 1: "Paper Chase / Above the Trees";/title/80062955
11/8/16;Containment: Season 1: "Inferno";/title/80134738
11/8/16;Containment: Season 1: "He Stilled the Rising Tumult";/title/80134737
11/8/16;Sofia the First: Season 1: "Two to Tangu";/title/70291186
11/6/16;Zootopia;/title/80079258
11/6/16;Containment: Season 1: "Like a Sheep Among Wolves";/title/80134736
11/6/16;Containment: Season 1: "With Silence and Tears";/title/80134735
11/6/16;Containment: Season 1: "Be Angry at the Sun";/title/80134734
11/5/16;Containment: Season 1: "I to Die, You to Live";/title/80134733
11/5/16;Containment: Season 1: "Pilot";/title/80134732
11/5/16;Gilmore Girls: Season 2: "Back in the Saddle Again";/title/80014168
11/5/16;Gilmore Girls: Season 2: "Dead Uncles & Vegetables";/title/80014167
11/5/16;American Dad!: Season 6: "A Piñata Named Desire";/title/70233197
11/5/16;American Dad!: Season 6: "Stanny Boy and Frantastic";/title/70233196
11/5/16;American Dad!: Season 6: "Fartbreak Hotel";/title/70233195
11/5/16;American Dad!: Season 6: "The People vs. Martin Sugar";/title/70233193
11/5/16;American Dad!: Season 6: "There Will Be Bad Blood";/title/70233192
11/5/16;ARQ;/title/80092885
11/4/16;Gilmore Girls: Season 2: "There's the Rub";/title/80014166
11/3/16;Futurama: Season 2: "Mars University";/title/70140701
11/3/16;Futurama: Season 2: "A Flight to Remember";/title/70140700
11/3/16;Futurama: Season 1: "Hell Is Other Robots";/title/70140699
11/3/16;American Dad!: Season 6: "White Rice";/title/70233191
11/3/16;Look Who's Back;/title/80094357
11/3/16;Zombeavers;/title/80000500
11/3/16;Meet the Blacks;/title/80092799
11/3/16;Sofia the First: Season 1: "Make Way for Miss Nettle";/title/70291190
11/3/16;Sofia the First: Season 1: "The Buttercups";/title/70291189
11/3/16;American Dad!: Season 6: "Stan's Food Restaurant";/title/70233190
11/3/16;American Dad!: Season 6: "Best Little Horror House in Langley Falls";/title/70233189
11/3/16;American Dad!: Season 6: "Son of Stan";/title/70233188
11/2/16;Gilmore Girls: Season 2: "Lost & Found";/title/80014165
11/2/16;Gilmore Girls: Season 2: "It Should've Been Lorelai";/title/80014164
11/1/16;The Last Days on Mars;/title/70285729
11/1/16;Gilmore Girls: Season 2: "A-Tisket, A-Tasket";/title/80014163
11/1/16;American Dad!: Season 6: "100 A.D";/title/70233187
11/1/16;How I Met Your Mother: Season 1: "Drumroll, Please";/title/70218493
11/1/16;How I Met Your Mother: Season 1: "The Wedding";/title/70218492
10/31/16;American Dad!: Season 5: "Great Space Roaster";/title/70176649
10/31/16;American Dad!: Season 5: "An Incident at Owl Creek";/title/70176648
10/31/16;American Dad!: Season 5: "Bully for Steve";/title/70176647
10/31/16;American Dad!: Season 5: "Merlot Down Dirty Shame";/title/70176646
10/31/16;American Dad!: Season 5: "Cops & Roger";/title/70176645
10/31/16;American Dad!: Season 5: "Return of the Bling";/title/70176644
10/31/16;American Dad!: Season 5: "May the Best Stan Win";/title/70176643
10/30/16;American Dad!: Season 5: "A Jones for a Smith";/title/70176642
10/29/16;The Siege of Jadotville;/title/80041653
10/29/16;Marcella: Season 1: "Episode 8";/title/80094736
10/29/16;Marcella: Season 1: "Episode 7";/title/80094735
10/29/16;Marcella: Season 1: "Episode 6";/title/80094734
10/29/16;Marcella: Season 1: "Episode 5";/title/80094733
10/27/16;Futurama: Season 1: "A Big Piece of Garbage";/title/70140698
10/25/16;Marcella: Season 1: "Episode 4";/title/80094732
10/25/16;Puffin Rock: Season 1: "The Shiny Shell / Friendly Flynne / A Feather Bed";/title/80058330
10/24/16;Marcella: Season 1: "Episode 3";/title/80094731
10/24/16;Marcella: Season 1: "Episode 2";/title/80094730
10/24/16;Puffin Rock: Season 1: "Puffin Practice / The Mystery Egg / To See the Moon";/title/80058329
10/24/16;Marcella: Season 1: "Episode 1";/title/80094729
10/24/16;Mouk: Season 1: "In Search of the Caribou / Don't Judge a Cactus by Its Prickles";/title/80062952
10/23/16;Black Mirror: Season 3: "Hated in the Nation";/title/80104629
10/23/16;Mouk: Season 1: "Viva la Pinata! / Pink Dolphin";/title/80062951
10/23/16;Black Mirror: Season 3: "Men Against Fire";/title/80104628
10/23/16;Black Mirror: Season 3: "Nosedive";/title/80104627
10/23/16;Black Mirror: Season 3: "San Junipero";/title/80104625
10/23/16;Black Mirror: Season 3: "Shut Up and Dance";/title/80104626
10/23/16;Black Mirror: Season 3: "Playtest";/title/80104630
10/22/16;Black Mirror: Season 2: "White Christmas";/title/80073158
10/22/16;Black Mirror: Season 2: "The Waldo Moment";/title/70279175
10/22/16;Black Mirror: Season 2: "White Bear";/title/70279174
10/22/16;Black Mirror: Season 2: "Be Right Back";/title/70279173
10/22/16;Black Mirror: Season 1: "The Entire History of You";/title/70264856
10/21/16;Black Mirror: Season 1: "Fifteen Million Merits";/title/70264858
10/21/16;Amanda Knox;/title/80081155
10/21/16;Black Mirror: Season 1: "The National Anthem";/title/70264857
10/19/16;American Dad!: Season 5: "Don't Look a Smith Horse in the Mouth";/title/70176641
10/19/16;American Dad!: Season 5: "Rapture's Delight";/title/70176640
10/18/16;American Dad!: Season 5: "G-String Circus";/title/70176639
10/18/16;American Dad!: Season 5: "My Morning Straitjacket";/title/70176638
10/18/16;How I Met Your Mother: Season 1: "The Limo";/title/70218491
10/18/16;How I Met Your Mother: Season 1: "The Pineapple Incident";/title/70218489
10/18/16;American Dad!: Season 5: "Shallow Vows";/title/70176637
10/18/16;The Following: Season 3: "The Reckoning";/title/80058016
10/17/16;The Following: Season 3: "Dead or Alive";/title/80058015
10/17/16;The Following: Season 3: "A Simple Trade";/title/80058014
10/16/16;The Following: Season 3: "The Edge";/title/80058013
10/16/16;The Following: Season 3: "Demons";/title/80058012
10/16/16;The Following: Season 3: "Evermore";/title/80058011
10/16/16;The Following: Season 3: "Kill The Messenger";/title/80058010
10/16/16;The Following: Season 3: "Flesh & Blood";/title/80058009
10/16/16;Wallander: Series 2: "Faceless Killers";/title/70216876
10/16/16;The Following: Season 3: "The Hunt";/title/80058008
10/15/16;The Following: Season 3: "Reunion";/title/80058007
10/15/16;The Following: Season 3: "A Hostile Witness";/title/80058006
10/15/16;The Following: Season 3: "Home";/title/80058005
10/15/16;The Following: Season 3: "Exposed";/title/80058004
10/15/16;How I Met Your Mother: Season 1: "Belly Full of Turkey";/title/70218490
10/15/16;The Following: Season 3: "Boxed In";/title/80058003
10/15/16;The Following: Season 3: "New Blood";/title/80058002
10/15/16;The Following: Season 2: "Forgive";/title/80011150
10/15/16;The Following: Season 2: "Silence";/title/80011149
10/15/16;The Following: Season 2: "The Reaping";/title/80011148
10/15/16;The Following: Season 2: "Betrayal";/title/80011147
10/15/16;The Following: Season 2: "Freedom";/title/80011146
10/15/16;The Following: Season 2: "Teacher's Pet";/title/80011145
10/14/16;How I Met Your Mother: Season 1: "The Duel";/title/70218487
10/14/16;The Following: Season 2: "Unmasked";/title/80011144
10/14/16;How I Met Your Mother: Season 1: "Matchmaker";/title/70218488
10/14/16;How I Met Your Mother: Season 1: "The Slutty Pumpkin";/title/70218486
10/14/16;How I Met Your Mother: Season 1: "Okay Awesome";/title/70218485
10/14/16;Wallander: Series 1: "One Step Behind";/title/70216875
10/14/16;The Following: Season 2: "The Messenger";/title/80011143
10/14/16;The Following: Season 2: "Sacrifice";/title/80011142
10/14/16;The Following: Season 2: "Fly Away";/title/80011141
10/14/16;The Following: Season 2: "Reflection";/title/80011140
10/13/16;The Following: Season 2: "Family Affair";/title/80011139
10/13/16;How I Met Your Mother: Season 1: "Return of the Shirt";/title/70218484
10/13/16;The Following: Season 2: "For Joe";/title/80011137
10/13/16;The Following: Season 2: "Trust Me";/title/80011138
10/12/16;The Following: Season 2: "Resurrection";/title/80011136
10/12/16;Sofia the First: Season 1: "Holiday in Enchancia";/title/70291198
10/12/16;The Following: Season 1: "The Final Chapter";/title/70269478
10/11/16;The Following: Season 1: "The End Is Near";/title/70269477
10/11/16;The Following: Season 1: "Havenport";/title/70269476
10/11/16;The Following: Season 1: "The Curse";/title/70269475
10/11/16;The Following: Season 1: "Whips and Regret";/title/70269474
10/11/16;The Following: Season 1: "Guilt";/title/70269473
10/11/16;The Following: Season 1: "Love Hurts";/title/70269472
10/11/16;The Following: Season 1: "Welcome Home";/title/70269471
10/9/16;The Following: Season 1: "Let Me Go";/title/70269470
10/9/16;The Following: Season 1: "The Fall";/title/70269469
10/9/16;The Following: Season 1: "The Siege";/title/70269468
10/9/16;The Following: Season 1: "Mad Love";/title/70269467
10/9/16;Wallander: Series 1: "Firewall";/title/70216874
10/9/16;The Following: Season 1: "The Poet's Fire";/title/70269466
10/9/16;The Following: Season 1: "Chapter Two";/title/70269465
10/9/16;Wallander: Series 1: "Sidetracked";/title/70216873
10/9/16;The Following: Season 1: "Pilot";/title/70269464
10/9/16;Family Guy: Season 14: "Road to India";/title/80111467
10/9/16;Family Guy: Season 14: "Run, Chris, Run";/title/80111466
10/9/16;Family Guy: Season 14: "The New Adventures of Old Tom";/title/80111465
10/8/16;Family Guy: Season 14: "Take a Letter";/title/80111464
10/8/16;Family Guy: Season 14: "The Heartbreak Dog";/title/80111463
10/8/16;Family Guy: Season 14: "A Lot Going on Upstairs";/title/80111462
10/8/16;Family Guy: Season 14: "Underage Peter";/title/80111461
10/8/16;Kung Fury;/title/80075566
10/6/16;Family Guy: Season 14: "An App a Day";/title/80111460
10/6/16;Family Guy: Season 14: "Scammed Yankees";/title/80111459
10/6/16;Family Guy: Season 14: "The Peanut Butter Kid";/title/80111458
10/5/16;Family Guy: Season 14: "Candy, Quahog Marshmallow";/title/80111457
10/5/16;Family Guy: Season 14: "A Shot in the Dark";/title/80111456
10/3/16;Hinterland: Season 2: "Episode 5";/title/80049817
10/3/16;Family Guy: Season 14: "Brokeback Swanson";/title/80111455
10/3/16;Family Guy: Season 14: "Hot Pocket-Dial";/title/80111454
10/2/16;Luke Cage: Season 1: "You Know My Steez";/title/80002550
10/2/16;Luke Cage: Season 1: "Soliloquy of Chaos";/title/80002549
10/2/16;Luke Cage: Season 1: "Now You're Mine";/title/80002548
10/2/16;Luke Cage: Season 1: "Take It Personal";/title/80002547
10/2/16;Luke Cage: Season 1: "DWYCK";/title/80002546
10/1/16;Luke Cage: Season 1: "Blowin' Up the Spot";/title/80002545
10/1/16;Luke Cage: Season 1: "Who's Gonna Take the Weight?";/title/80002540
10/1/16;Luke Cage: Season 1: "Manifest";/title/80002544
10/1/16;Mouk: Season 1: "The Stick That Walked Away / In the Paddy Fields";/title/80062947
10/1/16;Mouk: Season 1: "The Great Crossing / Small Is Beautiful";/title/80062946
10/1/16;Luke Cage: Season 1: "Suckas Need Bodyguards";/title/80002543
10/1/16;Hinterland: Season 2: "Episode 4";/title/80049816
10/1/16;Luke Cage: Season 1: "Just to Get a Rep";/title/80002542
10/1/16;Luke Cage: Season 1: "Step in the Arena";/title/80002541
9/30/16;Luke Cage: Season 1: "Code of the Streets";/title/80002539
9/30/16;Luke Cage: Season 1: "Moment of Truth";/title/80002538
9/29/16;Family Guy: Season 14: "Peter's Sister";/title/80111453
9/29/16;Gilmore Girls: Season 2: "Richard in Stars Hollow";/title/80014162
9/29/16;Gilmore Girls: Season 2: "Secrets and Loans";/title/80014161
9/29/16;Gilmore Girls: Season 2: "The Bracebridge Dinner";/title/80014160
9/29/16;Gilmore Girls: Season 2: "Run Away Little Boy";/title/80014159
9/28/16;Family Guy: Season 14: "Peter, Chris & Brian";/title/80111452
9/28/16;Family Guy: Season 14: "Peternormal Activity";/title/80111451
9/28/16;Family Guy: Season 14: "Guy, Robot";/title/80111450
9/27/16;Family Guy: Season 14: "Papa Has a Rollin' Son";/title/80111449
9/27/16;Sofia the First: Season 2: "The Flying Crown";/title/80019129
9/26/16;Sofia the First: Season 2: "The Enchanted Feast";/title/80019128
9/26/16;Sofia the First: Season 2: "Two Princesses and a Baby";/title/80019127
9/26/16;How I Met Your Mother: Season 1: "The Sweet Taste of Liberty";/title/70218483
9/26/16;How I Met Your Mother: Season 1: "Purple Giraffe";/title/70218482
9/25/16;Family Guy: Season 14: "Pilling Them Softly";/title/80111448
9/25/16;Sin City: A Dame to Kill For;/title/70045267
9/25/16;How I Met Your Mother: Season 6: "Last Words";/title/70218606
9/25/16;How I Met Your Mother: Season 6: "Bad News";/title/70218605
9/25/16;How I Met Your Mother: Season 6: "False Positive";/title/70218604
9/24/16;Bloodline: Season 1: "Part 6";/title/80010750
9/24/16;Bloodline: Season 1: "Part 5";/title/80010749
9/24/16;Piglet's Big Movie;/title/60026151
9/24/16;Bloodline: Season 1: "Part 4";/title/80010748
9/24/16;Bloodline: Season 1: "Part 3";/title/80010747
9/23/16;Bloodline: Season 1: "Part 2";/title/80010746
9/23/16;Bloodline: Season 1: "Part 1";/title/80010745
9/23/16;The Finest Hours;/title/80058068
9/22/16;Jay and Silent Bob Strike Back;/title/60004476
9/21/16;Hinterland: Season 2: "Episode 3";/title/80049815
9/21/16;Sofia the First: Season 1: "Four's a Crowd";/title/70291199
9/19/16;Narcos: Season 2: "Al Fin Cayó!";/title/80101282
9/19/16;Narcos: Season 2: "Nuestra Finca";/title/80101281
9/19/16;Mouk: Season 1: "The Birthday Present / A Helping Hand";/title/80062944
9/19/16;Narcos: Season 2: "Exit El Patrón";/title/80101280
9/18/16;Narcos: Season 2: "Deutschland 93";/title/80101279
9/18/16;Hinterland: Season 2: "Episode 2";/title/80049814
9/17/16;Narcos: Season 2: "Los Pepes";/title/80101278
9/17/16;Narcos: Season 2: "The Enemies of My Enemy";/title/80101277
9/17/16;Narcos: Season 2: "The Good, The Bad, and The Dead";/title/80101276
9/17/16;Pooh's Heffalump Movie;/title/70019507
9/17/16;Hinterland: Season 2: "Episode 1";/title/80049813
9/16/16;Narcos: Season 2: "Our Man in Madrid";/title/80101275
9/16/16;Narcos: Season 2: "Cambalache";/title/80101274
9/16/16;Narcos: Season 2: "Free at Last";/title/80101273
9/16/16;Narcos: Season 1: "Despegue";/title/80025322
9/16/16;Blue Mountain State: Season 3: "The Peak";/title/70225739
9/16/16;Gilmore Girls: Season 2: "The Ins & Outs of Inns";/title/80014158
9/15/16;London Has Fallen;/title/70301344
9/15/16;Gilmore Girls: Season 2: "Like Mother, Like Daughter";/title/80014157
9/15/16;Gilmore Girls: Season 2: "Presenting Lorelai Gilmore";/title/80014156
9/15/16;Gilmore Girls: Season 2: "Nick & Nora/Sid & Nancy";/title/80014155
9/15/16;Gilmore Girls: Season 2: "The Road Trip to Harvard";/title/80014154
9/15/16;Gilmore Girls: Season 2: "Red Light on the Wedding Night";/title/80014153
9/15/16;Gilmore Girls: Season 2: "Hammers and Veils";/title/80014152
9/13/16;How I Met Your Mother: Season 6: "The Mermaid Theory";/title/70218603
9/13/16;How I Met Your Mother: Season 6: "Blitzgiving";/title/70218602
9/13/16;How I Met Your Mother: Season 6: "Glitter";/title/70218601
9/13/16;Hinterland: Season 1: "The Girl in the Water";/title/70305041
9/12/16;Hinterland: Season 1: "Penwyllt";/title/70305040
9/11/16;American Dad!: Season 5: "The Man in the Moonbounce";/title/70176636
9/11/16;American Dad!: Season 5: "Brains, Brains & Automobiles";/title/70176635
9/10/16;American Dad!: Season 5: "Home Adrone";/title/70176634
9/10/16;The Killing: Season 2: "What I Know";/title/70243509
9/10/16;The Killing: Season 2: "Donnie or Marie";/title/70243508
